method,seed,run_id,dataset_manifest_hash,config_hash,code_commit,checkpoint_initial_path,checkpoint_periodic_paths,checkpoint_final_path,checkpoint_final_exists,checkpoint_final_load_pass,native_writer_pass,evaluator_model_derived,evaluation_split,optimizer_updates,training_wall_clock_seconds,status,failure_reason
flat_mh,0,synthetic_full_v9_flat_mh_seed0,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,f60c5c265f762b51,e3f02248693a79dc8b0ebd62c93683888ddaccfe,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_0/checkpoints/initial.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_0/checkpoints/step_1.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_0/checkpoints/step_100.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_0/checkpoints/step_200.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_0/checkpoints/final.npz,True,True,True,True,test,250,28.702,pass,
flat_mh,1,synthetic_full_v9_flat_mh_seed1,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,6c677119000ab071,e3f02248693a79dc8b0ebd62c93683888ddaccfe,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_1/checkpoints/initial.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_1/checkpoints/step_1.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_1/checkpoints/step_100.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_1/checkpoints/step_200.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_1/checkpoints/final.npz,True,True,True,True,test,250,28.728,pass,
flat_mh,2,synthetic_full_v9_flat_mh_seed2,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,b74035ca87ce45b1,e3f02248693a79dc8b0ebd62c93683888ddaccfe,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_2/checkpoints/initial.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_2/checkpoints/step_1.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_2/checkpoints/step_100.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_2/checkpoints/step_200.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_2/checkpoints/final.npz,True,True,True,True,test,250,28.461,pass,
flat_mh,3,synthetic_full_v9_flat_mh_seed3,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,5de3fc44131e99f8,e3f02248693a79dc8b0ebd62c93683888ddaccfe,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_3/checkpoints/initial.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_3/checkpoints/step_1.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_3/checkpoints/step_100.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_3/checkpoints/step_200.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_3/checkpoints/final.npz,True,True,True,True,test,250,28.52,pass,
flat_mh,4,synthetic_full_v9_flat_mh_seed4,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,66f9c6de2a1291ce,e3f02248693a79dc8b0ebd62c93683888ddaccfe,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_4/checkpoints/initial.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_4/checkpoints/step_1.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_4/checkpoints/step_100.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_4/checkpoints/step_200.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_4/checkpoints/final.npz,True,True,True,True,test,250,28.977,pass,
flat_partition_dim_matched,0,synthetic_full_v9_flat_partition_dim_matched_seed0,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,e319e67872643440,e3f02248693a79dc8b0ebd62c93683888ddaccfe,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_0/checkpoints/initial.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_0/checkpoints/step_1.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_0/checkpoints/step_100.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_0/checkpoints/step_200.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_0/checkpoints/final.npz,True,True,True,True,test,250,26.596,pass,
flat_partition_dim_matched,1,synthetic_full_v9_flat_partition_dim_matched_seed1,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,782380fcb79e59b1,e3f02248693a79dc8b0ebd62c93683888ddaccfe,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_1/checkpoints/initial.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_1/checkpoints/step_1.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_1/checkpoints/step_100.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_1/checkpoints/step_200.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_1/checkpoints/final.npz,True,True,True,True,test,250,26.49,pass,
flat_partition_dim_matched,2,synthetic_full_v9_flat_partition_dim_matched_seed2,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,80d53318b45f712f,e3f02248693a79dc8b0ebd62c93683888ddaccfe,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_2/checkpoints/initial.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_2/checkpoints/step_1.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_2/checkpoints/step_100.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_2/checkpoints/step_200.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_2/checkpoints/final.npz,True,True,True,True,test,250,26.765,pass,
flat_partition_dim_matched,3,synthetic_full_v9_flat_partition_dim_matched_seed3,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,c80e608e38562157,e3f02248693a79dc8b0ebd62c93683888ddaccfe,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_3/checkpoints/initial.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_3/checkpoints/step_1.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_3/checkpoints/step_100.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_3/checkpoints/step_200.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_3/checkpoints/final.npz,True,True,True,True,test,250,27.85,pass,
flat_partition_dim_matched,4,synthetic_full_v9_flat_partition_dim_matched_seed4,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,acf055cc85d3f17d,e3f02248693a79dc8b0ebd62c93683888ddaccfe,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_4/checkpoints/initial.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_4/checkpoints/step_1.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_4/checkpoints/step_100.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_4/checkpoints/step_200.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_4/checkpoints/final.npz,True,True,True,True,test,250,26.509,pass,
matryoshka_only,0,synthetic_full_v9_matryoshka_only_seed0,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,ad6425bd5536f01d,e3f02248693a79dc8b0ebd62c93683888ddaccfe,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_0/checkpoints/initial.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_0/checkpoints/step_1.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_0/checkpoints/step_100.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_0/checkpoints/step_200.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_0/checkpoints/final.npz,True,True,True,True,test,250,27.262,pass,
matryoshka_only,1,synthetic_full_v9_matryoshka_only_seed1,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,0f375f6ed188cc06,e3f02248693a79dc8b0ebd62c93683888ddaccfe,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_1/checkpoints/initial.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_1/checkpoints/step_1.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_1/checkpoints/step_100.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_1/checkpoints/step_200.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_1/checkpoints/final.npz,True,True,True,True,test,250,27.937,pass,
matryoshka_only,2,synthetic_full_v9_matryoshka_only_seed2,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,7676b7d35fdb8143,e3f02248693a79dc8b0ebd62c93683888ddaccfe,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_2/checkpoints/initial.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_2/checkpoints/step_1.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_2/checkpoints/step_100.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_2/checkpoints/step_200.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_2/checkpoints/final.npz,True,True,True,True,test,250,27.416,pass,
matryoshka_only,3,synthetic_full_v9_matryoshka_only_seed3,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,5550944eabfd73d5,e3f02248693a79dc8b0ebd62c93683888ddaccfe,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_3/checkpoints/initial.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_3/checkpoints/step_1.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_3/checkpoints/step_100.npz;/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_3/checkpoints/step_200.npz,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_3/checkpoints/final.npz,True,True,True,True,test,250,27.487,pass,
