game,seed,logdir,run_completed,is_partial_run,metric_source_file,metric_source_type,metric_name,raw_step_key,raw_step_value,x_axis_name,x_axis_value,agent_actions,environment_steps,frames,action_repeat,eval_return_mean,eval_return_std,eval_return_min,eval_return_max,eval_episodes,train_return_mean_if_present,timestamp,wall_clock_time_if_present,raw_json_excerpt_or_compact_record,parse_status,parse_warning
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,16996,frames,16996.0,4249.0,16996.0,16996.0,4,1.0,,1.0,1.0,1,,,,"{""episode/length"": 168.0, ""episode/score"": 1.0, ""step"": 16996}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,17964,frames,17964.0,4491.0,17964.0,17964.0,4,3.0,,3.0,3.0,1,,,,"{""episode/length"": 242.0, ""episode/score"": 3.0, ""step"": 17964}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,18708,frames,18708.0,4677.0,18708.0,18708.0,4,1.0,,1.0,1.0,1,,,,"{""episode/length"": 186.0, ""episode/score"": 1.0, ""step"": 18708}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,19332,frames,19332.0,4833.0,19332.0,19332.0,4,1.0,,1.0,1.0,1,,,,"{""episode/length"": 156.0, ""episode/score"": 1.0, ""step"": 19332}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,train/ret,step,19360,frames,19360.0,4840.0,19360.0,19360.0,4,,,,,,0.045404230213563455,,,"{""replay/replay_ratio"": 204.69011725293132, ""step"": 19360, ""train/opt/updates"": 469.5, ""train/ret"": 0.045404230213563455, ""train/rew"": 0.004893732026750055}",pass,x_axis recovered as logged step=frames; agent_actions=step/action_repeat
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,train/rew,step,19360,frames,19360.0,4840.0,19360.0,19360.0,4,,,,,,0.045404230213563455,,,"{""replay/replay_ratio"": 204.69011725293132, ""step"": 19360, ""train/opt/updates"": 469.5, ""train/ret"": 0.045404230213563455, ""train/rew"": 0.004893732026750055}",pass,x_axis recovered as logged step=frames; agent_actions=step/action_repeat
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,20428,frames,20428.0,5107.0,20428.0,20428.0,4,4.0,,4.0,4.0,1,,,,"{""episode/length"": 274.0, ""episode/score"": 4.0, ""step"": 20428}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,21036,frames,21036.0,5259.0,21036.0,21036.0,4,0.0,,0.0,0.0,1,,,,"{""episode/length"": 152.0, ""episode/score"": 0.0, ""step"": 21036}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,21672,frames,21672.0,5418.0,21672.0,21672.0,4,1.0,,1.0,1.0,1,,,,"{""episode/length"": 159.0, ""episode/score"": 1.0, ""step"": 21672}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,22316,frames,22316.0,5579.0,22316.0,22316.0,4,1.0,,1.0,1.0,1,,,,"{""episode/length"": 161.0, ""episode/score"": 1.0, ""step"": 22316}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,23172,frames,23172.0,5793.0,23172.0,23172.0,4,2.0,,2.0,2.0,1,,,,"{""episode/length"": 214.0, ""episode/score"": 2.0, ""step"": 23172}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,24204,frames,24204.0,6051.0,24204.0,24204.0,4,3.0,,3.0,3.0,1,,,,"{""episode/length"": 258.0, ""episode/score"": 3.0, ""step"": 24204}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,24740,frames,24740.0,6185.0,24740.0,24740.0,4,0.0,,0.0,0.0,1,,,,"{""episode/length"": 134.0, ""episode/score"": 0.0, ""step"": 24740}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,25584,frames,25584.0,6396.0,25584.0,25584.0,4,2.0,,2.0,2.0,1,,,,"{""episode/length"": 211.0, ""episode/score"": 2.0, ""step"": 25584}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,26228,frames,26228.0,6557.0,26228.0,26228.0,4,1.0,,1.0,1.0,1,,,,"{""episode/length"": 161.0, ""episode/score"": 1.0, ""step"": 26228}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,26744,frames,26744.0,6686.0,26744.0,26744.0,4,0.0,,0.0,0.0,1,,,,"{""episode/length"": 129.0, ""episode/score"": 0.0, ""step"": 26744}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,27492,frames,27492.0,6873.0,27492.0,27492.0,4,1.0,,1.0,1.0,1,,,,"{""episode/length"": 187.0, ""episode/score"": 1.0, ""step"": 27492}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,28272,frames,28272.0,7068.0,28272.0,28272.0,4,1.0,,1.0,1.0,1,,,,"{""episode/length"": 195.0, ""episode/score"": 1.0, ""step"": 28272}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,28960,frames,28960.0,7240.0,28960.0,28960.0,4,1.0,,1.0,1.0,1,,,,"{""episode/length"": 172.0, ""episode/score"": 1.0, ""step"": 28960}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,30040,frames,30040.0,7510.0,30040.0,30040.0,4,7.0,,7.0,7.0,1,,,,"{""episode/length"": 270.0, ""episode/score"": 7.0, ""step"": 30040}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,30648,frames,30648.0,7662.0,30648.0,30648.0,4,0.0,,0.0,0.0,1,,,,"{""episode/length"": 152.0, ""episode/score"": 0.0, ""step"": 30648}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,31440,frames,31440.0,7860.0,31440.0,31440.0,4,1.0,,1.0,1.0,1,,,,"{""episode/length"": 198.0, ""episode/score"": 1.0, ""step"": 31440}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,train/ret,step,32240,frames,32240.0,8060.0,32240.0,32240.0,4,,,,,,0.07326619508011001,,,"{""replay/replay_ratio"": 260.0, ""step"": 32240, ""train/opt/updates"": 1341.0, ""train/ret"": 0.07326619508011001, ""train/rew"": 0.007963726255950165}",pass,x_axis recovered as logged step=frames; agent_actions=step/action_repeat
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,train/rew,step,32240,frames,32240.0,8060.0,32240.0,32240.0,4,,,,,,0.07326619508011001,,,"{""replay/replay_ratio"": 260.0, ""step"": 32240, ""train/opt/updates"": 1341.0, ""train/ret"": 0.07326619508011001, ""train/rew"": 0.007963726255950165}",pass,x_axis recovered as logged step=frames; agent_actions=step/action_repeat
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,32252,frames,32252.0,8063.0,32252.0,32252.0,4,1.0,,1.0,1.0,1,,,,"{""episode/length"": 203.0, ""episode/score"": 1.0, ""step"": 32252}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,33424,frames,33424.0,8356.0,33424.0,33424.0,4,3.0,,3.0,3.0,1,,,,"{""episode/length"": 293.0, ""episode/score"": 3.0, ""step"": 33424}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/metrics.jsonl,metrics_jsonl,episode/score,step,35424,frames,35424.0,8856.0,35424.0,35424.0,4,10.0,,10.0,10.0,1,,,,"{""episode/length"": 500.0, ""episode/score"": 10.0, ""step"": 35424}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
